season,event_code,event_name,team_count,match_count,team_number,adv_rank,qual_rank,qual_points,alliance_selection_points,award_points,playoff_points,total_points
2025,AUADQ,South Australia Qualifier,14,24,30781,1,2,14,20,60,40,134
2025,AUADQ,South Australia Qualifier,14,24,15215,2,1,16,20,12,40,88
2025,AUADQ,South Australia Qualifier,14,24,18611,3,6,11,17,30,10,68
2025,AUADQ,South Australia Qualifier,14,24,32920,4,3,13,19,12,20,64
2025,AUADQ,South Australia Qualifier,14,24,15210,5,7,10,19,12,20,61
2025,AUADQ,South Australia Qualifier,14,24,24736,6,4,12,18,12,5,47
2025,AUADQ,South Australia Qualifier,14,24,22407,7,9,9,18,12,5,44
2025,AUADQ,South Australia Qualifier,14,24,19584,8,5,11,17,0,10,38
2025,AUADQ,South Australia Qualifier,14,24,31041,9,10,8,0,12,0,20
2025,AUADQ,South Australia Qualifier,14,24,32919,10,11,8,0,12,0,20
2025,AUADQ,South Australia Qualifier,14,24,25398,11,8,9,0,0,0,9
2025,AUADQ,South Australia Qualifier,14,24,19377,12,12,7,0,0,0,7
2025,AUADQ,South Australia Qualifier,14,24,31042,13,,,0,0,0,0
2025,AUADQ,South Australia Qualifier,14,24,32847,14,,,0,0,0,0
2025,AUBRQ1,Brisbane North Qualifier,18,33,14380,1,1,16,20,60,40,136
2025,AUBRQ1,Brisbane North Qualifier,18,33,18228,2,5,12,20,12,40,84
2025,AUBRQ1,Brisbane North Qualifier,18,33,26000,3,3,14,19,12,20,65
2025,AUBRQ1,Brisbane North Qualifier,18,33,30781,4,6,12,17,30,5,64
2025,AUBRQ1,Brisbane North Qualifier,18,33,25614,5,2,15,19,0,20,54
2025,AUBRQ1,Brisbane North Qualifier,18,33,30405,6,4,13,18,12,10,53
2025,AUBRQ1,Brisbane North Qualifier,18,33,11506,7,16,6,18,12,10,46
2025,AUBRQ1,Brisbane North Qualifier,18,33,19450,8,10,9,17,0,5,31
2025,AUBRQ1,Brisbane North Qualifier,18,33,14385,9,11,9,0,12,0,21
2025,AUBRQ1,Brisbane North Qualifier,18,33,23173,10,12,8,0,12,0,20
2025,AUBRQ1,Brisbane North Qualifier,18,33,11505,11,14,7,0,12,0,19
2025,AUBRQ1,Brisbane North Qualifier,18,33,18439,12,15,7,0,12,0,19
2025,AUBRQ1,Brisbane North Qualifier,18,33,11322,13,7,11,0,0,0,11
2025,AUBRQ1,Brisbane North Qualifier,18,33,11323,14,8,11,0,0,0,11
2025,AUBRQ1,Brisbane North Qualifier,18,33,12993,15,9,10,0,0,0,10
2025,AUBRQ1,Brisbane North Qualifier,18,33,23454,16,13,8,0,0,0,8
2025,AUBRQ1,Brisbane North Qualifier,18,33,14579,17,17,5,0,0,0,5
2025,AUBRQ1,Brisbane North Qualifier,18,33,31998,18,,,0,0,0,0
2025,AUBRQ2,Brisbane South Qualifier,27,45,24089,1,1,16,20,30,40,106
2025,AUBRQ2,Brisbane South Qualifier,27,45,17556,2,18,8,16,60,5,89
2025,AUBRQ2,Brisbane South Qualifier,27,45,19450,3,2,15,20,0,40,75
2025,AUBRQ2,Brisbane South Qualifier,27,45,30405,4,8,12,19,15,20,66
2025,AUBRQ2,Brisbane South Qualifier,27,45,26716,5,3,14,19,0,20,53
2025,AUBRQ2,Brisbane South Qualifier,27,45,30070,6,14,10,17,12,10,49
2025,AUBRQ2,Brisbane South Qualifier,27,45,11505,7,5,13,17,6,10,46
2025,AUBRQ2,Brisbane South Qualifier,27,45,31784,8,4,14,18,12,0,44
2025,AUBRQ2,Brisbane South Qualifier,27,45,27373,9,9,11,18,12,0,41
2025,AUBRQ2,Brisbane South Qualifier,27,45,23334,10,15,9,15,12,0,36
2025,AUBRQ2,Brisbane South Qualifier,27,45,13626,11,6,13,16,0,5,34
2025,AUBRQ2,Brisbane South Qualifier,27,45,26085,12,10,11,15,0,0,26
2025,AUBRQ2,Brisbane South Qualifier,27,45,14579,13,17,9,0,12,0,21
2025,AUBRQ2,Brisbane South Qualifier,27,45,11506,14,19,8,0,12,0,20
2025,AUBRQ2,Brisbane South Qualifier,27,45,12993,15,21,7,0,12,0,19
2025,AUBRQ2,Brisbane South Qualifier,27,45,14466,16,22,7,0,12,0,19
2025,AUBRQ2,Brisbane South Qualifier,27,45,32323,17,7,12,0,0,0,12
2025,AUBRQ2,Brisbane South Qualifier,27,45,14340,18,11,11,0,0,0,11
2025,AUBRQ2,Brisbane South Qualifier,27,45,23333,19,13,10,0,0,0,10
2025,AUBRQ2,Brisbane South Qualifier,27,45,31534,20,12,10,0,0,0,10
2025,AUBRQ2,Brisbane South Qualifier,27,45,18187,21,16,9,0,0,0,9
2025,AUBRQ2,Brisbane South Qualifier,27,45,23332,22,20,8,0,0,0,8
2025,AUBRQ2,Brisbane South Qualifier,27,45,25827,23,23,6,0,0,0,6
2025,AUBRQ2,Brisbane South Qualifier,27,45,18439,24,,,0,0,0,0
2025,AUBRQ2,Brisbane South Qualifier,27,45,23065,25,,,0,0,0,0
2025,AUBRQ2,Brisbane South Qualifier,27,45,31183,26,,,0,0,0,0
2025,AUBRQ2,Brisbane South Qualifier,27,45,31817,27,,,0,0,0,0
2025,AUSYQ1,Sydney South Qualifier,16,30,18306,1,7,11,18,60,10,99
2025,AUSYQ1,Sydney South Qualifier,16,30,18360,2,1,16,20,12,40,88
2025,AUSYQ1,Sydney South Qualifier,16,30,23636,3,3,13,20,0,40,73
2025,AUSYQ1,Sydney South Qualifier,16,30,11148,4,11,8,19,12,20,59
2025,AUSYQ1,Sydney South Qualifier,16,30,33660,5,2,15,19,0,20,54
2025,AUSYQ1,Sydney South Qualifier,16,30,27262,6,4,13,18,12,10,53
2025,AUSYQ1,Sydney South Qualifier,16,30,23300,7,6,11,17,12,5,45
2025,AUSYQ1,Sydney South Qualifier,16,30,32134,8,10,9,0,30,0,39
2025,AUSYQ1,Sydney South Qualifier,16,30,25573,9,5,12,17,0,5,34
2025,AUSYQ1,Sydney South Qualifier,16,30,24961,10,8,10,0,12,0,22
2025,AUSYQ1,Sydney South Qualifier,16,30,21657,11,12,8,0,12,0,20
2025,AUSYQ1,Sydney South Qualifier,16,30,29081,12,15,6,0,12,0,18
2025,AUSYQ1,Sydney South Qualifier,16,30,32401,13,14,6,0,12,0,18
2025,AUSYQ1,Sydney South Qualifier,16,30,27375,14,9,9,0,0,0,9
2025,AUSYQ1,Sydney South Qualifier,16,30,19341,15,13,7,0,0,0,7
2025,AUSYQ1,Sydney South Qualifier,16,30,21472,16,16,4,0,0,0,4
2025,AUSYQ2,Sydney North Qualifier,28,53,23636,1,3,14,20,12,40,86
2025,AUSYQ2,Sydney North Qualifier,28,53,18363,2,1,16,20,0,40,76
2025,AUSYQ2,Sydney North Qualifier,28,53,10517,3,19,8,0,60,0,68
2025,AUSYQ2,Sydney North Qualifier,28,53,26129,4,4,14,18,12,20,64
2025,AUSYQ2,Sydney North Qualifier,28,53,18306,5,25,6,16,30,5,57
2025,AUSYQ2,Sydney North Qualifier,28,53,18359,6,8,12,18,0,20,50
2025,AUSYQ2,Sydney North Qualifier,28,53,11144,7,6,13,16,12,5,46
2025,AUSYQ2,Sydney North Qualifier,28,53,23875,8,2,15,19,0,10,44
2025,AUSYQ2,Sydney North Qualifier,28,53,31243,9,5,13,17,12,0,42
2025,AUSYQ2,Sydney North Qualifier,28,53,19296,10,10,11,17,12,0,40
2025,AUSYQ2,Sydney North Qualifier,28,53,11143,11,12,10,19,0,10,39
2025,AUSYQ2,Sydney North Qualifier,28,53,24961,12,7,12,15,0,0,27
2025,AUSYQ2,Sydney North Qualifier,28,53,23369,13,14,10,0,15,0,25
2025,AUSYQ2,Sydney North Qualifier,28,53,27574,14,23,7,15,0,0,22
2025,AUSYQ2,Sydney North Qualifier,28,53,24963,15,18,9,0,12,0,21
2025,AUSYQ2,Sydney North Qualifier,28,53,15144,16,24,6,0,12,0,18
2025,AUSYQ2,Sydney North Qualifier,28,53,12554,17,11,11,0,6,0,17
2025,AUSYQ2,Sydney North Qualifier,28,53,18362,18,28,4,0,12,0,16
2025,AUSYQ2,Sydney North Qualifier,28,53,27262,19,9,11,0,0,0,11
2025,AUSYQ2,Sydney North Qualifier,28,53,11145,20,13,10,0,0,0,10
2025,AUSYQ2,Sydney North Qualifier,28,53,11147,21,15,9,0,0,0,9
2025,AUSYQ2,Sydney North Qualifier,28,53,19218,22,16,9,0,0,0,9
2025,AUSYQ2,Sydney North Qualifier,28,53,21520,23,17,9,0,0,0,9
2025,AUSYQ2,Sydney North Qualifier,28,53,28299,24,21,8,0,0,0,8
2025,AUSYQ2,Sydney North Qualifier,28,53,32741,25,20,8,0,0,0,8
2025,AUSYQ2,Sydney North Qualifier,28,53,19341,26,22,7,0,0,0,7
2025,AUSYQ2,Sydney North Qualifier,28,53,14339,27,27,5,0,0,0,5
2025,AUSYQ2,Sydney North Qualifier,28,53,26202,28,26,5,0,0,0,5
2025,AUWOQ,Wollongong Qualifier,14,24,18360,1,1,16,20,30,40,106
2025,AUWOQ,Wollongong Qualifier,14,24,23369,2,3,13,19,60,10,102
2025,AUWOQ,Wollongong Qualifier,14,24,11146,3,2,14,20,12,40,86
2025,AUWOQ,Wollongong Qualifier,14,24,18363,4,4,12,18,12,20,62
2025,AUWOQ,Wollongong Qualifier,14,24,11258,5,6,11,18,12,20,61
2025,AUWOQ,Wollongong Qualifier,14,24,26129,6,7,10,17,12,5,44
2025,AUWOQ,Wollongong Qualifier,14,24,18359,7,5,11,19,0,10,40
2025,AUWOQ,Wollongong Qualifier,14,24,24766,8,8,9,17,0,5,31
2025,AUWOQ,Wollongong Qualifier,14,24,12554,9,10,8,0,12,0,20
2025,AUWOQ,Wollongong Qualifier,14,24,23300,10,12,7,0,12,0,19
2025,AUWOQ,Wollongong Qualifier,14,24,24669,11,13,6,0,12,0,18
2025,AUWOQ,Wollongong Qualifier,14,24,18362,12,14,5,0,12,0,17
2025,AUWOQ,Wollongong Qualifier,14,24,23875,13,9,9,0,0,0,9
2025,AUWOQ,Wollongong Qualifier,14,24,24404,14,11,8,0,0,0,8
2025,BRBHQ,Festival Sesi De Robotica - Regional Minas Gerais,6,12,16055,1,2,13,19,60,20,112
2025,BRBHQ,Festival Sesi De Robotica - Regional Minas Gerais,6,12,17792,2,1,16,20,12,40,88
2025,BRBHQ,Festival Sesi De Robotica - Regional Minas Gerais,6,12,22708,3,3,11,20,12,40,83
2025,BRBHQ,Festival Sesi De Robotica - Regional Minas Gerais,6,12,17729,4,6,6,19,12,20,57
2025,BRBHQ,Festival Sesi De Robotica - Regional Minas Gerais,6,12,21083,5,4,9,0,0,0,9
2025,BRBHQ,Festival Sesi De Robotica - Regional Minas Gerais,6,12,30540,6,5,8,0,0,0,8
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,19193,1,7,9,18,60,10,97
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,24557,2,1,16,20,12,40,88
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,23069,3,4,12,20,12,40,84
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,28782,4,2,14,19,30,5,68
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,24645,5,5,11,17,12,20,60
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,16063,6,8,9,17,12,20,58
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,24823,7,3,13,18,12,10,53
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,24531,8,6,10,19,0,5,34
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,19194,9,11,6,0,12,0,18
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,26484,10,12,5,0,12,0,17
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,32795,11,9,8,0,0,0,8
2025,BRCAQ,Seletiva Catarinense FIRST Tech Challenge,12,24,26969,12,10,7,0,0,0,7
2025,BRCGQ,Seletiva FIRST Tech Challenge SESI/MS,8,16,17801,1,5,9,20,60,20,109
2025,BRCGQ,Seletiva FIRST Tech Challenge SESI/MS,8,16,27391,2,2,13,19,12,40,84
2025,BRCGQ,Seletiva FIRST Tech Challenge SESI/MS,8,16,26970,3,3,12,19,12,40,83
2025,BRCGQ,Seletiva FIRST Tech Challenge SESI/MS,8,16,17730,4,1,16,20,0,20,56
2025,BRCGQ,Seletiva FIRST Tech Challenge SESI/MS,8,16,16056,5,7,7,0,12,0,19
